BioSample_s	Experiment_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	cultivar_s	genotype_s	source_name_s	tissue_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s
SAMN03081795	SRX711123	949	717	SRR1586847	SRS709868	GSM1514637	Oh43_TIL03	F1 cross	leaf tissue from cross Oh43_TIL03,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081792	SRX711122	1062	768	SRR1586846	SRS709869	GSM1514636	Oh43_TIL03	F1 cross	leaf tissue from cross Oh43_TIL03,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081799	SRX711124	970	650	SRR1586848	SRS709870	GSM1514638	Oh43_TIL09	F1 cross	leaf tissue from cross Oh43_TIL09,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081804	SRX711125	967	648	SRR1586849	SRS709871	GSM1514639	Oh43_TIL09	F1 cross	leaf tissue from cross Oh43_TIL09,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081808	SRX711126	980	672	SRR1586850	SRS709872	GSM1514640	Oh43_TIL09	F1 cross	leaf tissue from cross Oh43_TIL09,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081812	SRX711127	754	507	SRR1586851	SRS709873	GSM1514641	Oh43_TIL09	F1 cross	leaf tissue from cross Oh43_TIL09,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081821	SRX711129	923	694	SRR1586853	SRS709874	GSM1514643	Oh43_TIL10	F1 cross	leaf tissue from cross Oh43_TIL10,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081817	SRX711128	1032	740	SRR1586852	SRS709875	GSM1514642	Oh43_TIL10	F1 cross	leaf tissue from cross Oh43_TIL10,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081824	SRX711130	947	687	SRR1586854	SRS709876	GSM1514644	Oh43_TIL10	F1 cross	leaf tissue from cross Oh43_TIL10,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081828	SRX711131	881	614	SRR1586855	SRS709877	GSM1514645	Oh43_TIL10	F1 cross	leaf tissue from cross Oh43_TIL10,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081832	SRX711132	958	675	SRR1586856	SRS709878	GSM1514646	Oh43_TIL11	F1 cross	leaf tissue from cross Oh43_TIL11,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081948	SRX711133	848	574	SRR1586857	SRS709879	GSM1514647	Oh43_TIL11	F1 cross	leaf tissue from cross Oh43_TIL11,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081955	SRX711134	1008	681	SRR1586858	SRS709880	GSM1514648	Oh43_TIL11	F1 cross	leaf tissue from cross Oh43_TIL11,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081960	SRX711135	1034	699	SRR1586859	SRS709881	GSM1514649	Oh43_TIL11	F1 cross	leaf tissue from cross Oh43_TIL11,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081965	SRX711136	874	622	SRR1586860	SRS709882	GSM1514650	Oh43_TIL15	F1 cross	leaf tissue from cross Oh43_TIL15,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081966	SRX711137	701	525	SRR1586861	SRS709883	GSM1514651	Oh43_TIL15	F1 cross	leaf tissue from cross Oh43_TIL15,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081967	SRX711138	1097	789	SRR1586862	SRS709884	GSM1514652	Oh43_TIL15	F1 cross	leaf tissue from cross Oh43_TIL15,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081968	SRX711139	1027	708	SRR1586863	SRS709885	GSM1514653	Oh43_TIL15	F1 cross	leaf tissue from cross Oh43_TIL15,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081970	SRX711141	973	670	SRR1586865	SRS709886	GSM1514655	Oh43_TIL25	F1 cross	leaf tissue from cross Oh43_TIL25,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081969	SRX711140	1125	808	SRR1586864	SRS709887	GSM1514654	Oh43_TIL25	F1 cross	leaf tissue from cross Oh43_TIL25,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081971	SRX711142	1182	800	SRR1586866	SRS709888	GSM1514656	Oh43_TIL25	F1 cross	leaf tissue from cross Oh43_TIL25,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081973	SRX711144	909	651	SRR1586868	SRS709889	GSM1514658	W22_TIL01	F1 cross	leaf tissue from cross W22_TIL01,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081974	SRX711145	870	597	SRR1586869	SRS709890	GSM1514659	W22_TIL01	F1 cross	leaf tissue from cross W22_TIL01,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081972	SRX711143	1185	802	SRR1586867	SRS709891	GSM1514657	Oh43_TIL25	F1 cross	leaf tissue from cross Oh43_TIL25,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081975	SRX711146	1029	734	SRR1586870	SRS709892	GSM1514660	W22_TIL01	F1 cross	leaf tissue from cross W22_TIL01,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081976	SRX711147	874	596	SRR1586871	SRS709893	GSM1514661	W22_TIL01	F1 cross	leaf tissue from cross W22_TIL01,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081977	SRX711148	967	706	SRR1586872	SRS709894	GSM1514662	W22_TIL03	F1 cross	leaf tissue from cross W22_TIL03,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081978	SRX711149	932	657	SRR1586873	SRS709895	GSM1514663	W22_TIL03	F1 cross	leaf tissue from cross W22_TIL03,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081979	SRX711150	1134	804	SRR1586874	SRS709896	GSM1514664	W22_TIL03	F1 cross	leaf tissue from cross W22_TIL03,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081980	SRX711151	974	662	SRR1586875	SRS709897	GSM1514665	W22_TIL03	F1 cross	leaf tissue from cross W22_TIL03,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081981	SRX711152	1093	790	SRR1586876	SRS709898	GSM1514666	W22_TIL11	F1 cross	leaf tissue from cross W22_TIL11,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081982	SRX711153	1008	700	SRR1586877	SRS709899	GSM1514667	W22_TIL11	F1 cross	leaf tissue from cross W22_TIL11,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081985	SRX711156	1045	756	SRR1586880	SRS709900	GSM1514670	W22_TIL14	F1 cross	leaf tissue from cross W22_TIL14,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081984	SRX711155	1070	802	SRR1586879	SRS709901	GSM1514669	W22_TIL11	F1 cross	leaf tissue from cross W22_TIL11,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081983	SRX711154	1221	874	SRR1586878	SRS709902	GSM1514668	W22_TIL11	F1 cross	leaf tissue from cross W22_TIL11,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081986	SRX711157	979	681	SRR1586881	SRS709903	GSM1514671	W22_TIL14	F1 cross	leaf tissue from cross W22_TIL14,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081987	SRX711158	872	585	SRR1586882	SRS709904	GSM1514672	W22_TIL14	F1 cross	leaf tissue from cross W22_TIL14,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081988	SRX711159	876	589	SRR1586883	SRS709905	GSM1514673	W22_TIL14	F1 cross	leaf tissue from cross W22_TIL14,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081989	SRX711160	1043	755	SRR1586884	SRS709906	GSM1514674	W22_TIL25	F1 cross	leaf tissue from cross W22_TIL25,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081990	SRX711161	865	605	SRR1586885	SRS709907	GSM1514675	W22_TIL25	F1 cross	leaf tissue from cross W22_TIL25,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081991	SRX711162	1026	741	SRR1586886	SRS709908	GSM1514676	W22_TIL25	F1 cross	leaf tissue from cross W22_TIL25,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081909	SRX711164	803	571	SRR1586888	SRS709909	GSM1514678	B73	maize	leaf tissue from parent B73,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081904	SRX711163	911	689	SRR1586887	SRS709910	GSM1514677	W22_TIL25	F1 cross	leaf tissue from cross W22_TIL25,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081914	SRX711165	968	675	SRR1586889	SRS709911	GSM1514679	B73	maize	leaf tissue from parent B73,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081921	SRX711166	689	488	SRR1586890	SRS709912	GSM1514680	CML103	maize	leaf tissue from parent CML103,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081925	SRX711167	841	585	SRR1586891	SRS709913	GSM1514681	CML103	maize	leaf tissue from parent CML103,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081930	SRX711168	1000	710	SRR1586892	SRS709914	GSM1514682	Ki3	maize	leaf tissue from parent Ki3,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081936	SRX711169	1057	736	SRR1586893	SRS709915	GSM1514683	Ki3	maize	leaf tissue from parent Ki3,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081939	SRX711170	894	636	SRR1586894	SRS709916	GSM1514684	Mo17	maize	leaf tissue from parent Mo17,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081940	SRX711171	1038	728	SRR1586895	SRS709917	GSM1514685	Mo17	maize	leaf tissue from parent Mo17,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081941	SRX711172	930	663	SRR1586896	SRS709918	GSM1514686	Oh43	maize	leaf tissue from parent Oh43,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081942	SRX711173	1070	748	SRR1586897	SRS709919	GSM1514687	Oh43	maize	leaf tissue from parent Oh43,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081943	SRX711174	501	361	SRR1586898	SRS709920	GSM1514688	TIL01	teosinte	leaf tissue from parent TIL01,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081944	SRX711175	796	561	SRR1586899	SRS709921	GSM1514689	TIL01	teosinte	leaf tissue from parent TIL01,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081945	SRX711176	1012	718	SRR1586900	SRS709922	GSM1514690	TIL03	teosinte	leaf tissue from parent TIL03,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081946	SRX711177	780	559	SRR1586901	SRS709923	GSM1514691	TIL05	teosinte	leaf tissue from parent TIL05,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081947	SRX711178	1144	796	SRR1586902	SRS709924	GSM1514692	TIL05	teosinte	leaf tissue from parent TIL05,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081950	SRX711180	937	656	SRR1586904	SRS709925	GSM1514694	TIL09	teosinte	leaf tissue from parent TIL09,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081949	SRX711179	1057	749	SRR1586903	SRS709926	GSM1514693	TIL09	teosinte	leaf tissue from parent TIL09,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081951	SRX711181	1055	753	SRR1586905	SRS709927	GSM1514695	TIL10	teosinte	leaf tissue from parent TIL10,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081952	SRX711182	1207	840	SRR1586906	SRS709928	GSM1514696	TIL10	teosinte	leaf tissue from parent TIL10,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081953	SRX711183	764	555	SRR1586907	SRS709929	GSM1514697	TIL11	teosinte	leaf tissue from parent TIL11,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081958	SRX711186	1074	760	SRR1586910	SRS709930	GSM1514700	TIL14	teosinte	leaf tissue from parent TIL14,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081957	SRX711185	959	684	SRR1586909	SRS709931	GSM1514699	TIL14	teosinte	leaf tissue from parent TIL14,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081954	SRX711184	1191	833	SRR1586908	SRS709932	GSM1514698	TIL11	teosinte	leaf tissue from parent TIL11,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081959	SRX711187	1186	822	SRR1586911	SRS709933	GSM1514701	TIL15	teosinte	leaf tissue from parent TIL15,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081962	SRX711189	799	564	SRR1586913	SRS709934	GSM1514703	TIL25	teosinte	leaf tissue from parent TIL25,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081961	SRX711188	910	642	SRR1586912	SRS709935	GSM1514702	TIL15	teosinte	leaf tissue from parent TIL15,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081963	SRX711190	1079	748	SRR1586914	SRS709936	GSM1514704	TIL25	teosinte	leaf tissue from parent TIL25,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081964	SRX711191	888	617	SRR1586915	SRS709937	GSM1514705	W22	maize	leaf tissue from parent W22,biological replicate 1	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081718	SRX711192	574	406	SRR1586916	SRS709938	GSM1514706	W22	maize	leaf tissue from parent W22,biological replicate 2	leaf	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081720	SRX711193	1106	764	SRR1586917	SRS709939	GSM1514707	B73_TIL01	F1 cross	stem tissue from cross B73_TIL01,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081956	SRX711194	1102	760	SRR1586918	SRS709940	GSM1514708	B73_TIL01	F1 cross	stem tissue from cross B73_TIL01,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081722	SRX711195	1014	725	SRR1586919	SRS709941	GSM1514709	B73_TIL01	F1 cross	stem tissue from cross B73_TIL01,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081723	SRX711196	1021	732	SRR1586920	SRS709942	GSM1514710	B73_TIL01	F1 cross	stem tissue from cross B73_TIL01,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081726	SRX711198	876	600	SRR1586922	SRS709943	GSM1514712	B73_TIL03	F1 cross	stem tissue from cross B73_TIL03,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081727	SRX711199	998	719	SRR1586923	SRS709944	GSM1514713	B73_TIL05	F1 cross	stem tissue from cross B73_TIL05,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
